"Evidence for linkage between the swine L blood group and the loci specifying the receptors mediating adhesion of K88 Escherichia coli pilus antigens.";"Anim Genet";1992
"Structure-function analysis of the Saccharomyces cerevisiae G1 cyclin Cln2.";"Mol Cell Biol";1997
"Molecular evolution allows bypass of the requirement for activation loop phosphorylation of the Cdc28 cyclin-dependent kinase.";"Mol Cell Biol";1998
"Cooperative interaction of S. pombe proteins required for mating and morphogenesis.";"Cell";1994
"The role of Cdc42 in signal transduction and mating of the budding yeast Saccharomyces cerevisiae.";"J Biol Chem";1998
"Activation of cyclin E/CDK2 is coupled to site-specific autophosphorylation and ubiquitin-dependent degradation of cyclin E.";"EMBO J";1996
"Nin1p, a regulatory subunit of the 26S proteasome, is necessary for activation of Cdc28p kinase of Saccharomyces cerevisiae.";"EMBO J";1995
"Activation of adenylate cyclase in cdc25 mutants of Saccharomyces cerevisiae.";"FEBS Lett";1993
"The KNS1 gene of Saccharomyces cerevisiae encodes a nonessential protein kinase homologue that is distantly related to members of the CDC28/cdc2 gene family.";"Mol Gen Genet";1991
"G1 cyclins CLN1 and CLN2 repress the mating factor response pathway at Start in the yeast cell cycle.";"Genes Dev";1994
"Characterization of a Saccharomyces cerevisiae homologue of Schizosaccharomyces pombe Chk1 involved in DNA-damage-induced M-phase arrest.";"Mol Gen Genet";2000
"Molecular dissection of PapD interaction with PapG reveals two chaperone-binding sites.";"Mol Microbiol";1995
"Cloning, expression, and sequence analysis of the Haemophilus influenzae type b strain M43p+ pilin gene.";"Infect Immun";1990
"[Studies on the virulent factor of Escherichia coli isolated from urogenital infection--pilus type and adherence to human exfoliated uroepithelial cells etc].";"Hinyokika Kiyo";1991
"Gene encoding the major subunit of CS1 pili of human enterotoxigenic Escherichia coli.";"Infect Immun";1990
"Inhibition of formation of Escherichia coli mating pairs by f1 and MS2 bacteriophages as determined with a Coulter counter.";"J Bacteriol";1973
"Negative regulation of G1 and G2 by S-phase cyclins of Saccharomyces cerevisiae.";"Mol Cell Biol";1995
"Isolation and characterization of Escherichia coli phase variants and mutants deficient in type 1 pilus production.";"J Bacteriol";1977
"Neisseria meningitidis C114 contains silent, truncated pilin genes that are homologous to Neisseria gonorrhoeae pil sequences.";"J Bacteriol";1988
"Interaction of the Rho family small G proteins with kinectin, an anchoring protein of kinesin motor.";"Biochem Biophys Res Commun";1996
"CDC25: a component of the RAS-adenylate cyclase pathway in Saccharomyces cerevisiae.";"Science";1987
"A dominant interfering mutation in RAS1 of Saccharomyces cerevisiae.";"Mol Gen Genet";1993
"Nature of the carbohydrate and phosphate associated with ColB2 and EDP208 pilin.";"J Bacteriol";1981
"Amino acid residues in the CDC25 guanine nucleotide exchange factor critical for interaction with Ras.";"Mol Cell Biol";1994
"[CDC28 gene and cell cycle control in saccharomyces yeasts].";"Dokl Akad Nauk";1997
"Protein kinase activity associated with the product of the yeast cell division cycle gene CDC28.";"Proc Natl Acad Sci U S A";1985
"Rho 1 GTPase activates the (1-3)beta-D-glucan synthase and is involved in Schizosaccharomyces pombe morphogenesis.";"EMBO J";1996
"Chitin synthesis and localization in cell division cycle mutants of Saccharomyces cerevisiae.";"Mol Cell Biol";1983
"Interactions among proteins involved in bud-site selection and bud-site assembly in Saccharomyces cerevisiae.";"J Biol Chem";1995
"Phosphorylation of Bcl-2 is a marker of M phase events and not a determinant of apoptosis.";"J Biol Chem";1998
"Anti-Cdc25 antibodies inhibit guanyl nucleotide-dependent adenylyl cyclase of Saccharomyces cerevisiae and cross-react with a 150-kilodalton mammalian protein.";"Mol Cell Biol";1992
"Comparison of receptors for 987P pili of enterotoxigenic Escherichia coli in the small intestines of neonatal and older pig.";"Infect Immun";1990
"CdGAP, a novel proline-rich GTPase-activating protein for Cdc42 and Rac.";"J Biol Chem";1998
"Designations F18ab and F18ac for the related fimbrial types F107, 2134P and 8813 of Escherichia coli isolated from porcine postweaning diarrhoea and from oedema disease.";"Vet Microbiol";1995
"Specific role of sex pili in the effective eliminatory action of sodium dodecyl sulfate on sex and drug resistance factors in Escherichia coli.";"J Bacteriol";1972
"Lack of inhibition of adhesion of an enteropathogenic Escherichia coli by polycarbophil.";"J Biomed Mater Res";1993
"Influences of conjugal genetic transfer functions of colicin V plasmids on adhesion of Escherichia coli to murine intestinal tissue.";"Infect Immun";1987
"Comparison of kinetic properties between two mammalian ras p21 GDP/GTP exchange proteins, ras guanine nucleotide-releasing factor and smg GDP dissociation stimulation.";"J Biol Chem";1993
"Cdc25 mitotic inducer targeted by chk1 DNA damage checkpoint kinase.";"Science";1997
"A potential positive feedback loop controlling CLN1 and CLN2 gene expression at the start of the yeast cell cycle.";"Cell";1991
"Relatedness and phylogeny within the family of periplasmic chaperones involved in the assembly of pili or capsule-like structures of gram-negative bacteria.";"J Mol Evol";1997
"Cdc42: An essential Rho-type GTPase controlling eukaryotic cell polarity.";"Microbiol Mol Biol Rev";1999
"The Cdc42p GTPase is involved in a G2/M morphogenetic checkpoint regulating the apical-isotropic switch and nuclear division in yeast.";"J Biol Chem";1999
"Purification and characterization of thin pili of IncI1 plasmids ColIb-P9 and R64: formation of PilV-specific cell aggregates by type IV pili.";"J Bacteriol";1998
"A Candida albicans homolog of CDC25 is functional in Saccharomyces cerevisiae.";"Eur J Biochem";1993
"Structural and functional significance of the FGL sequence of the periplasmic chaperone Caf1M of Yersinia pestis.";"J Bacteriol";1999
"Biochemical comparisons of the Saccharomyces cerevisiae Bem2 and Bem3 proteins. Delineation of a limit Cdc42 GTPase-activating protein domain.";"J Biol Chem";1993
"Molecular cloning, nucleotide sequence, and function of a site-specific recombinase encoded in the major 'pathogenicity island' of Salmonella typhi.";"Gene";1997
"Integration host factor stimulates both FimB- and FimE-mediated site-specific DNA inversion that controls phase variation of type 1 fimbriae expression in Escherichia coli.";"Mol Microbiol";1997
"Comparison of the nucleotide sequence of enteroaggregative Escherichia coli heat-stable enterotoxin 1 genes among diarrhea-associated Escherichia coli.";"FEMS Microbiol Lett";1997
"Enteropathogens associated with diarrhea among military personnel during Operation Bright Star 96, in Alexandria, Egypt.";"Mil Med";1997
"Mannose-sensitive stimulation of human leukocyte chemiluminescence by Escherichia coli.";"Infect Immun";1979
"Serological response to Escherichia coli pili in pyelonephritis.";"Infect Immun";1982
"The pachytene checkpoint in S. cerevisiae depends on Swe1-mediated phosphorylation of the cyclin-dependent kinase Cdc28.";"Mol Cell";1999
"Immunogenicity of an Escherichia coli (serotype O1) pili vaccine in chickens.";"Avian Dis";1985
"Alanine-scanning mutagenesis reveals residues involved in binding of pap-3-encoded pili.";"J Bacteriol";1994
"Cell cycle-dependent transcription of CLN2 is conferred by multiple distinct cis-acting regulatory elements.";"Mol Cell Biol";1994
"Identification of novel, evolutionarily conserved Cdc42p-interacting proteins and of redundant pathways linking Cdc24p and Cdc42p to actin polarization in yeast.";"Mol Biol Cell";2000
"A rice homolog of Cdk7/MO15 phosphorylates both cyclin-dependent protein kinases and the carboxy-terminal domain of RNA polymerase II.";"Plant J";1998
"G1 cyclin turnover and nutrient uptake are controlled by a common pathway in yeast.";"Genes Dev";1995
"Surface charge and hydrophobicity of Salmonella, E. coli, Gonococci in relation to their tendency to associate with animal cells.";"Scand J Infect Dis Suppl";1980
"[Molecular cloning of the adherence gene cluster from uropathogenic Escherichia coli and preparation of its antisera].";"Wei Sheng Wu Xue Bao";1994
"Coordination of initiation of nuclear division and initiation of cell division in Schizosaccharomyces pombe: genetic interactions of mutations.";"J Bacteriol";1998
"Isolation of genes by complementation in yeast: molecular cloning of a cell-cycle gene.";"Proc Natl Acad Sci U S A";1980
"The spindle assembly checkpoint in budding yeast.";"Methods Enzymol";1997
"LTE1 of Saccharomyces cerevisiae is a 1435 codon open reading frame that has sequence similarities to guanine nucleotide releasing factors.";"Yeast";1994
"Bni1p, a yeast formin linking cdc42p and the actin cytoskeleton during polarized morphogenesis.";"Science";1997
"Regulation of cytokinesis by the Elm1 protein kinase in Saccharomyces cerevisiae.";"J Cell Sci";2000
"Yeast BUD5, encoding a putative GDP-GTP exchange factor, is necessary for bud site selection and interacts with bud formation gene BEM1.";"Cell";1991
"Identification of lngA, the structural gene of longus type IV pilus of enterotoxigenic Escherichia coli.";"Microbiology";1999
"Identification of a 31 kDa protein in Saccharomyces cerevisiae whose phosphorylation is controlled negatively by the CDC25 gene product.";"J Gen Microbiol";1988
"Immunization of suckling pigs against enteric enterotoxigenic Escherichia coli infection by vaccinating dams with purified pili.";"Infect Immun";1978
"Lck regulates Vav activation of members of the Rho family of GTPases.";"Mol Cell Biol";1997
"Shiga toxin-producing Escherichia coli strains from bovines: association of adhesion with carriage of eae and other genes.";"J Clin Microbiol";1996
"Mutations in the homologous ZDS1 and ZDS2 genes affect cell cycle progression.";"Mol Cell Biol";1996
"The coordination of centrosome reproduction with nuclear events of the cell cycle in the sea urchin zygote.";"J Cell Biol";1998
"FUS3 encodes a cdc2+/CDC28-related kinase required for the transition from mitosis into conjugation.";"Cell";1990
"The product of the pilQ gene is essential for the biogenesis of type IV pili in Neisseria gonorrhoeae.";"Mol Microbiol";1995
"An inducible bundle-forming pilus of enteropathogenic Escherichia coli.";"Science";1991
"PIP2: activator ... or terminator of small G proteins?";"Trends Biochem Sci";1998
"Isolation and comparison of Escherichia coli strains from canine and human patients with urinary tract infections.";"Infect Immun";1988
"Aluminum fluoride associates with the small guanine nucleotide binding proteins.";"FEBS Lett";1997
"A comparison of the kinetics of plasmid transfer in the conjugation systems encoded by the F plasmid from Escherichia coli and plasmid pCF10 from Enterococcus faecalis.";"Microbiology";1999
"Bacteriophage X-2: a filamentous phage lysing IncX-plasmid-harbouring bacterial strains.";"J Gen Microbiol";1988
"Pathogenicity of porcine enterotoxigenic Escherichia coli that do not express K88, K99, F41, or 987P adhesins.";"Am J Vet Res";1992
"Enterotoxigenic Escherichia coli (ETEC) in farm animals.";"Vet Res";1999
"Chaperone-assisted self-assembly of pili independent of cellular energy.";"J Biol Chem";1994
"Examination of enterotoxigenic Escherichia coli H10407 (colonization factor antigen I+) by scanning electron microscopy with conductive staining.";"J Bacteriol";1989
"Ste20-like protein kinases are required for normal localization of cell growth and for cytokinesis in budding yeast.";"Genes Dev";1995
"Metastable regulation of type 1 piliation in Escherichia coli and isolation and characterization of a phenotypically stable mutant.";"J Bacteriol";1986
"Effects of F-encoded components and F-pilin domains on the synthesis and membrane insertion of TraA'-'PhoA fusion proteins.";"Mol Microbiol";1996
"Association of genes encoding P fimbriae, CS31A antigen and EAST 1 toxin among CNF1-producing Escherichia coli strains from cattle with septicemia and diarrhea.";"FEMS Microbiol Lett";1998
"The Cdc42 GTPase-associated proteins Gic1 and Gic2 are required for polarized cell growth in Saccharomyces cerevisiae.";"Genes Dev";1997
"Coordinated spindle assembly and orientation requires Clb5p-dependent kinase in budding yeast.";"J Cell Biol";2000
"CLB5 and CLB6 are required for premeiotic DNA replication and activation of the meiotic S/M checkpoint.";"Genes Dev";1998
"Investigation of synthetic Escherichia coli heat-stable enterotoxin as an immunogen for swine and cattle.";"Infect Immun";1987
"Ras-regulated signaling processes in Saccharomyces cerevisiae.";"Curr Opin Genet Dev";1991
"Purification of the Escherichia coli type 1 pilin and minor pilus proteins and partial characterization of the adhesin protein.";"J Bacteriol";1988
"Human p55(CDC)/Cdc20 associates with cyclin A and is phosphorylated by the cyclin A-Cdk2 complex.";"Biochem Biophys Res Commun";2000
"The mitotic peptidyl-prolyl isomerase, Pin1, interacts with Cdc25 and Plx1.";"EMBO J";1998
"Interaction of cAMP with the CDC25-mediated step in the cell cycle of budding yeast.";"Exp Cell Res";1986
"Control of the cAMP pathway by the cell cycle start function, CDC25, in Saccharomyces cerevisiae.";"J Gen Microbiol";1986
"Role of the rfaG and rfaP genes in determining the lipopolysaccharide core structure and cell surface properties of Escherichia coli K-12.";"J Bacteriol";1992
"The toxin-coregulated pilus (TCP) of Vibrio cholerae: molecular cloning of genes involved in pilus biosynthesis and evaluation of TCP as a protective antigen in the infant mouse model.";"Microb Pathog";1989
"Interaction between the Saccharomyces cerevisiae CDC25 gene product and mammalian ras.";"J Biol Chem";1992
"Genetic and biophysical study of R plasmids conferring sulfonamide resistance in Shigella strains isolated in 1952 and 1956.";"J Bacteriol";1974
"Association of human cyclin E with a periodic G1-S phase protein kinase.";"Science";1992
"Identification and characterization of a gene product that regulates type 1 piliation in Escherichia coli.";"J Bacteriol";1984
"Diversifying selection governs sequence polymorphism in the major adhesin proteins fimA, papA, and sfaA of Escherichia coli.";"J Mol Evol";1998
"Genetic interactions between CDC7 and CDC28: growth inhibition of cdc28-1N by Cdc7 point mutants.";"Genes Cells";1996
"Identification of a mammalian gene structurally and functionally related to the CDC25 gene of Saccharomyces cerevisiae.";"Proc Natl Acad Sci U S A";1992
"In vivo expression and variation of Escherichia coli type 1 and P pili in the urine of adults with acute urinary tract infections.";"Infect Immun";1989
"Passive immunisation of neonatal lambs against infection with enteropathogenic Escherichia coli via colostrum of ewes immunised with crude and purified K99 pili.";"Res Vet Sci";1983
"CDK inactivation is the only essential function of the APC/C and the mitotic exit network proteins for origin resetting during mitosis.";"Mol Cell";2000
"The importance of P and type 1 fimbriae for the persistence of Escherichia coli in the human gut.";"Epidemiol Infect";1992
"A family of cyclin homologs that control the G1 phase in yeast.";"Proc Natl Acad Sci U S A";1989
"The Cdc25 protein of Saccharomyces cerevisiae is required for normal glucose transport.";"Microbiology";1996
"Activation of the CDC42 effector N-WASP by the Shigella flexneri IcsA protein promotes actin nucleation by Arp2/3 complex and bacterial actin-based motility.";"J Cell Biol";1999
"Characterization of the energy-dependent, mating factor-activated Ca2+ influx in Saccharomyces cerevisiae.";"Cell Calcium";1992
"Repression of growth-regulated G1 cyclin expression by cyclic AMP in budding yeast.";"Nature";1994
"Mating signal and DNA penetration deficiency in conjugation between male Escherichia coli and minicells.";"Proc Natl Acad Sci U S A";1975
"Cloning and characterization of the S. pombe gene efc25+, a new putative guanine nucleotide exchange factor.";"Gene";1997
"Expression of type I pili is abolished in verotoxin-producing Escherichia coli O157.";"FEMS Microbiol Lett";1999
"The minimal active domain of the mouse ras exchange factor CDC25Mm.";"Biochem Biophys Res Commun";1995
"The selection of amber mutations in genes required for completion of start, the controlling event of the cell division cycle of S. cerevisiae.";"Genetics";1980
"Rho family members: activators of MAP kinase cascades.";"Cell";1995
"The mechanics of vascular cell motility.";"Microcirculation";1998
"CDC16 controls initiation at chromosome replication origins.";"Mol Cell";1998
"Purification and characterization of a pilin specific for Brazilian purpuric fever-associated Haemophilus influenzae biogroup aegyptius (H. aegyptius) strains.";"J Clin Microbiol";1990
"Isolation, expression, and nucleotide sequencing of the pilin structural gene of the Brazilian purpuric fever clone of Haemophilus influenzae biogroup aegyptius.";"Infect Immun";1993
"A novel lectin-independent interaction of P fimbriae of Escherichia coli with immobilized fibronectin.";"FEBS Lett";1989
"The role of S. cerevisiae cell division cycle genes in nuclear fusion.";"Genetics";1982
"Multiple signalling pathways trigger the exquisite sensitivity of yeast gluconeogenic mRNAs to glucose.";"Mol Microbiol";1996
"The molecular study of bacterial virulence: a review of current approaches, illustrated by the study of adhesion in uropathogenic Escherichia coli.";"Pediatr Nephrol";1992
"Construction and analysis of F plasmid traR, trbJ, and trbH mutants.";"J Bacteriol";1993
"Functional and structural homology among regulatory cistrons of pili-adhesin determinants in Escherichia coli.";"Mol Gen Genet";1988
"Fine tangled pili expressed by Haemophilus ducreyi are a novel class of pili.";"J Bacteriol";1996
"Clb5-associated kinase activity is required early in the spindle pathway for correct preanaphase nuclear positioning in Saccharomyces cerevisiae.";"J Cell Biol";1998
"Rapid, synchronous, and stable induction of type 1 piliation in Escherichia coli by using a chromosomal lacUV5 promoter.";"J Bacteriol";1993
"ELISA to determine anti-K99 pilus antibody in the sera of normal and diarrhoeic calves.";"Vet Microbiol";1994
"Organization of K88ac-encoded polypeptides in the Escherichia coli cell envelope: use of minicells and outer membrane protein mutants for studying assembly of pili.";"J Bacteriol";1983
"Effect of different preparation procedures on the ultrastructure of gonococci.";"Br J Vener Dis";1979
"Identification and characterization of individual cyclin-dependent kinase complexes from Saccharomyces cerevisiae.";"Yeast";1999
"Two active states of the Ras-related Bud1/Rsr1 protein bind to different effectors to determine yeast cell polarity.";"Proc Natl Acad Sci U S A";1997
"Cell cycle regulation of induced mutagenesis in yeast.";"Mutat Res";1995
"RegF, an SspA homologue, regulates the expression of the Neisseria gonorrhoeae pilE gene.";"Res Microbiol";1997
"Virulence-associated factors of uropathogenic Escherichia coli strains isolated from pigs.";"Vet Microbiol";1999
"Isolation and characterization of cDNA clones encoding a functional p34cdc2 homologue from Zea mays.";"Proc Natl Acad Sci U S A";1991
"Leucine-responsive regulatory protein controls the expression of both the pap and fan pili operons in Escherichia coli.";"Proc Natl Acad Sci U S A";1992
"Hemagglutination by purified type I Escherichia coli pili.";"J Exp Med";1977
"Filamentous phage IKe mRNAs conserve form and function despite divergence in regulatory elements.";"J Mol Biol";1997
"Two subclasses of guanine exchange factor (GEF) domains revealed by comparison of activities of chimeric genes constructed from CDC25, SDC25 and BUD5 in Saccharomyces cerevisiae.";"Mol Gen Genet";1994
"Role of small G proteins in yeast cell polarization and wall biosynthesis.";"Annu Rev Biochem";1998
"Lesions in two Escherichia coli type 1 pilus genes alter pilus number and length without affecting receptor binding.";"J Bacteriol";1992
"A built-in arginine finger triggers the self-stimulatory GTPase-activating activity of rho family GTPases.";"J Biol Chem";1999
"Inactivation of the CDC25 gene product in Saccharomyces cerevisiae leads to a decrease in glycolytic activity which is independent of cAMP levels.";"J Gen Microbiol";1993
"Tolerance of low pH in Schizosaccharomyces pombe requires a functioning pub1 ubiquitin ligase.";"Mol Gen Genet";1997
"Soluble pig intestinal cell membrane components with affinities for E. coli K88+ antigen.";"Mol Cell Biochem";1983
"Neonatal colonization of rats induces immunological tolerance to bacterial antigens.";"Eur J Immunol";1999
"Isolation and characterization of monoclonal antibodies directed against different epitopes of type-1-like fimbriae from a multifimbriated E. coli strain.";"Zentralbl Bakteriol";1990
"Quantitative determination of antibody to gonococcal pili. Changes in antibody levels with gonococcal infection.";"J Clin Invest";1973
"Antigenic phenotypes of Escherichia coli in urine from patients with urinary tract infections.";"Pediatr Nephrol";1994
"At acidic pH, the diminished hypoxic expression of the SRP1/TIR1 yeast gene depends on the GPA2-cAMP and HOG pathways.";"Res Microbiol";2000
"[Phenomenon of pili formation in Yersinia enterocolitica].";"Zh Mikrobiol Epidemiol Immunobiol";1986
"The 110-kD spindle pole body component of Saccharomyces cerevisiae is a phosphoprotein that is modified in a cell cycle-dependent manner.";"J Cell Biol";1996
"Polarity and division site specification in yeast.";"Curr Opin Microbiol";1998
"Potential regulation of Ste20 function by the Cln1-Cdc28 and Cln2-Cdc28 cyclin-dependent protein kinases.";"J Biol Chem";1998
"Ras2 signals via the Cdc42/Ste20/mitogen-activated protein kinase module to induce filamentous growth in Saccharomyces cerevisiae.";"Proc Natl Acad Sci U S A";1996
"Sequences of the genes encoding the minor tip components of Pap-3 pili of Escherichia coli.";"Gene";1992
"The yeast TEM1 gene, which encodes a GTP-binding protein, is involved in termination of M phase.";"Mol Cell Biol";1994
"The effect of tra mutations on the synthesis of the F-pilin membrane polypeptide.";"Mol Gen Genet";1981
"Adhesion to human cells by Escherichia coli lacking the major subunit of a digalactoside-specific pilus-adhesin.";"Proc Natl Acad Sci U S A";1985
"The human CDC42 gene: genomic organization, evidence for the existence of a putative pseudogene and exclusion as a SJS1 candidate gene.";"Hum Genet";1999
"Saccharomyces cerevisiae nuclear fusion requires prior activation by alpha factor.";"Mol Cell Biol";1986
"Relationship of CDK-activating kinase and RNA polymerase II CTD kinase TFIIH/TFIIK.";"Cell";1994
"Mapping of export signals of Pseudomonas aeruginosa pilin with alkaline phosphatase fusions.";"J Bacteriol";1987
"Dual regulation of the yeast CDC28-p40 protein kinase complex: cell cycle, pheromone, and nutrient limitation effects.";"Cell";1987
"Receptors and recognition mechanisms in intestinal infection.";"Trans R Soc Trop Med Hyg";1985
"Effect of sodium acetate on expression of K99 pili by Escherichia coli.";"Infect Immun";1983
"Genetic analysis of Escherichia coli biofilm formation: roles of flagella, motility, chemotaxis and type I pili.";"Mol Microbiol";1998
"Cell cycle arrest mediated by the MEK/mitogen-activated protein kinase pathway.";"Proc Natl Acad Sci U S A";1997
"CooC and CooD are required for assembly of CS1 pili.";"Mol Microbiol";1994
"Environmental temperature regulates transcription of a virulence pili operon in E. coli.";"EMBO J";1984
"In vitro adhesion of piliated Escherichia coli to small intestinal villous epithelial cells from rabbits and the identification of a soluble 987P pilus receptor-containing fraction.";"Infect Immun";1982
"[Immunohistochemical, immunocytochemical and electron microscope studies in experimental E. coli pyelonephritis].";"Morphol Igazsagugyi Orv Sz";1989
"Functions and functional domains of the GTPase Cdc42p.";"Mol Biol Cell";2000
"X-ray structure of the FimC-FimH chaperone-adhesin complex from uropathogenic Escherichia coli.";"Science";1999
"Isolation and characterization of cDNA clones encoding cdc2 homologues from Oryza sativa: a functional homologue and cognate variants.";"Mol Gen Genet";1992
"Oligomannoside-type glycopeptides inhibiting adhesion of Escherichia coli strains mediated by type 1 pili: preparation of potent inhibitors from plant glycoproteins.";"Infect Immun";1986
"The role of controlled proteolysis in cell-cycle regulation.";"Eur J Biochem";1996
"Structure and function of conjugative pili: inducible synthesis of functional F pili by Escherichia coli K-12 containing a lac-tra operon fusion.";"J Bacteriol";1989
"A plasmid-encoded prepilin peptidase gene from enteropathogenic Escherichia coli.";"J Bacteriol";1994
"A role for a protease in morphogenic responses during yeast cell fusion.";"J Cell Biol";1998
"Morphogenesis in the yeast cell cycle: regulation by Cdc28 and cyclins.";"J Cell Biol";1993
"[Yeast and the control of RAS by exchange factors].";"C R Seances Soc Biol Fil";1995
"Analysis of the sequence and gene products of the transfer region of the F sex factor.";"Microbiol Rev";1994
"The yeast CDC16 and CDC27 genes restrict DNA replication to once per cell cycle.";"Cell";1996
"Cloning by differential screening of a Xenopus cDNA coding for a protein highly homologous to cdc2.";"Proc Natl Acad Sci U S A";1991
"Structural basis of pilus subunit recognition by the PapD chaperone.";"Science";1993
"A mouse CDC25-like product enhances the formation of the active GTP complex of human ras p21 and Saccharomyces cerevisiae RAS2 proteins.";"J Biol Chem";1992
"Outer-membrane PapC molecular usher discriminately recognizes periplasmic chaperone-pilus subunit complexes.";"Proc Natl Acad Sci U S A";1993
"Predominance of the ac variant in K88-positive Escherichia coli isolates from swine.";"J Clin Microbiol";1988
"Intergenic complementation truncation mutants of cyclin-dependent kinase.";"Mol Gen Genet";2000
"Type I Escherichia coli pili: characterization of binding to monkey kidney cells.";"J Exp Med";1977
"The Cdc28 inhibitor p40SIC1.";"Prog Cell Cycle Res";1995
"The effect of monoclonal antibodies against Escherichia coli type 1 pili and capsular polysaccharides on the interaction between bacteria and human granulocytes.";"Scand J Immunol";1984
"Analysis of Escherichia coli colonization factor antigen I linear B-cell epitopes, as determined by primate responses, following protein sequence verification.";"Infect Immun";1992
"Characterization of Pak2p, a pleckstrin homology domain-containing, p21-activated protein kinase from fission yeast.";"J Biol Chem";1998
"TFS1: a suppressor of cdc25 mutations in Saccharomyces cerevisiae.";"Mol Gen Genet";1991
"Fluorescence-activated cell analysis of P-fimbriae receptor accessibility on uroepithelial cells of patients with renal scarring.";"Eur J Clin Microbiol";1986
"Use of an oriented peptide library to determine the optimal substrates of protein kinases.";"Curr Biol";1994
"Cell size specific binding of the fluorescent dye calcofluor to budding yeast.";"Biochim Biophys Acta";1990
"Mitochondrial DNA synthesis in cell cycle mutants of Saccharomyces cerevisiae.";"Cell";1975
"Neisseria gonorrhoeae PilA is an FtsY homolog.";"J Bacteriol";1999
"The MAT locus revisited within a 9.8 kb fragment of chromosome III containing BUD5 and two new open reading frames.";"Yeast";1991
"Light-microscopic visualization of F and type 1 pili.";"J Gen Microbiol";1984
"Cloning and characterization of a novel Cdc42-associated tyrosine kinase, ACK-2, from bovine brain.";"J Biol Chem";1997
"Identification of a Serratia entomophila genetic locus encoding amber disease in New Zealand grass grub (Costelytra zealandica).";"J Bacteriol";1992
"Characterization of an RNA-a protein complex isolated from the RNA bacteriophage M12.";"J Virol";1976
"Identification of residues of the H-ras protein critical for functional interaction with guanine nucleotide exchange factors.";"Mol Cell Biol";1994
"Studies on sex pili: mutants of the sex factor F in Escherichia coli defective in bacteriophage-adsorbing function of F pili.";"J Bacteriol";1972
"In vitro production of toxin-coregulated pili by Vibrio cholerae El Tor.";"Microb Pathog";1993
"Longus pilus of enterotoxigenic Escherichia coli and its relatedness to other type-4 pili--a minireview.";"Gene";1997
"The stability of the Cdc6 protein is regulated by cyclin-dependent kinase/cyclin B complexes in Saccharomyces cerevisiae.";"J Biol Chem";2000
"Collaboration of G1 cyclins in the functional inactivation of the retinoblastoma protein.";"Genes Dev";1994
"Products of three accessory genes, pilB, pilC, and pilD, are required for biogenesis of Pseudomonas aeruginosa pili.";"J Bacteriol";1990
"SGV1 encodes a CDC28/cdc2-related kinase required for a G alpha subunit-mediated adaptive response to pheromone in S. cerevisiae.";"Cell";1991
"Hemagglutination by Escherichia coli in septicemia and urinary tract infections.";"J Clin Microbiol";1979
"Wiskott-Aldrich syndrome protein regulates podosomes in primary human macrophages.";"Proc Natl Acad Sci U S A";1999
"Cdc42 and PAK-mediated signaling leads to Jun kinase and p38 mitogen-activated protein kinase activation.";"J Biol Chem";1995
"Full activation of p34CDC28 histone H1 kinase activity is unable to promote entry into mitosis in checkpoint-arrested cells of the yeast Saccharomyces cerevisiae.";"Mol Cell Biol";1993
"Protein kinase cascades activated by stress and inflammatory cytokines.";"Bioessays";1996
"A GTP-exchange factor required for cell orientation.";"Nature";1998
"Density and localization of P-fimbriae-specific receptors on mammalian cells: fluorescence-activated cell analysis.";"Infection";1983
"An invertible element of DNA controls phase variation of type 1 fimbriae of Escherichia coli.";"Proc Natl Acad Sci U S A";1985
"Pheromone signalling in Saccharomyces cerevisiae requires the small GTP-binding protein Cdc42p and its activator CDC24.";"Mol Cell Biol";1995
"Analysis of the fimB promoter region involved in type 1 pilus phase variation in Escherichia coli.";"Mol Gen Genet";1994
"Acid-induced autoagglutination found in chicken pathogenic Escherichia coli strain.";"J Vet Med Sci";1992
"The role of different K antigens of Escherichia coli in phagocytosis by polymorphonuclear leukocytes.";"J Med Microbiol";1984
"Localization of the receptor-binding protein adhesin at the tip of the bacterial pilus.";"Nature";1987
"Exploiting chemical libraries, structure, and genomics in the search for kinase inhibitors.";"Science";1998
"Binding of type 1-piliated Escherichia coli to vaginal mucus.";"Infect Immun";1995
"Properties of the catalytic domain of CDC25, a Saccharomyces cerevisiae GDP/GTP exchange factor: comparison of its activity on full-length and C-terminal truncated RAS2 proteins.";"Biochem Biophys Res Commun";1994
"The Saccharomyces cerevisiae Start-specific transcription factor Swi4 interacts through the ankyrin repeats with the mitotic Clb2/Cdc28 kinase and through its conserved carboxy terminus with Swi6.";"Mol Cell Biol";1996
"The Dbf2 and Dbf20 protein kinases of budding yeast are activated after the metaphase to anaphase cell cycle transition.";"EMBO J";1994
"A new fimbrial antigen harbored by CAZ-5/SHV-4-producing Klebsiella pneumoniae strains involved in nosocomial infections.";"Infect Immun";1996
"Serotypes of attachment pili of enterotoxigenic Escherichia coli isolated from humans.";"Infect Immun";1981
"Characterization of the plasmid from Escherichia coli RDEC-1 that mediates expression of adhesin AF/R1 and evidence that AF/R1 pili promote but are not essential for enteropathogenic disease.";"Infect Immun";1988
"Yeast TAF(II)145 required for transcription of G1/S cyclin genes and regulated by the cellular growth state.";"Cell";1997
"Evidence that surface fibrils expressed by Haemophilus influenzae type b promote attachment to human epithelial cells.";"Mol Microbiol";1995
"A new RAS mutation that suppresses the CDC25 gene requirement for growth of Saccharomyces cerevisiae.";"Mol Cell Biol";1988
